vgs,vds,ids,w
1.5,1.5,-0.00000162438,0.00000565
2,1.5,-0.00000365485,0.00000565
2.5,1.5,-0.00000609141,0.00000565
3,1.5,-0.00000852797,0.00000565
1,2,-0.000000423752,0.00000565
1.5,2,-0.000001695,0.00000565
2,2,-0.00000381375,0.00000565
2.5,2,-0.00000678,0.00000565
3,2,-0.00001017,0.00000565
1,2.5,-0.000000441409,0.00000565
1.5,2.5,-0.00000176563,0.00000565
2,2.5,-0.00000397266,0.00000565
2.5,2.5,-0.0000070625,0.00000565
3,2.5,-0.0000110352,0.00000565
1,3,-0.000000459066,0.00000565
1.5,3,-0.00000183625,0.00000565
2,3,-0.00000413157,0.00000565
2.5,3,-0.000007345,0.00000565
3,3,-0.0000114766,0.00000565
1,1,-0.000000406314,0.00000591
1.5,1,-0.00000162525,0.00000591
2,1,-0.0000032505,0.00000591
2.5,1,-0.00000487575,0.00000591
3,1,-0.000006501,0.00000591
1,1.5,-0.000000424783,0.00000591
1.5,1.5,-0.00000169913,0.00000591
2,1.5,-0.00000382303,0.00000591
2.5,1.5,-0.00000637172,0.00000591
3,1.5,-0.00000892041,0.00000591
1,2,-0.000000443252,0.00000591
1.5,2,-0.000001773,0.00000591
2,2,-0.00000398925,0.00000591
2.5,2,-0.000007092,0.00000591
3,2,-0.000010638,0.00000591
1,2.5,-0.000000461721,0.00000591
1.5,2.5,-0.00000184688,0.00000591
2,2.5,-0.00000415547,0.00000591
2.5,2.5,-0.0000073875,0.00000591
3,2.5,-0.000011543,0.00000591
1,3,-0.000000480191,0.00000591
1.5,3,-0.00000192075,0.00000591
2,3,-0.00000432169,0.00000591
2.5,3,-0.000007683,0.00000591
3,3,-0.0000120047,0.00000591
1,1,-0.000000431064,0.00000627
1.5,1,-0.00000172425,0.00000627
2,1,-0.0000034485,0.00000627
2.5,1,-0.00000517275,0.00000627
3,1,-0.000006897,0.00000627
1,1.5,-0.000000450658,0.00000627
1.5,1.5,-0.00000180263,0.00000627
2,1.5,-0.00000405591,0.00000627
2.5,1.5,-0.00000675985,0.00000627
3,1.5,-0.00000946378,0.00000627
1,2,-0.000000470252,0.00000627
1.5,2,-0.000001881,0.00000627
2,2,-0.00000423225,0.00000627
2.5,2,-0.000007524,0.00000627
3,2,-0.000011286,0.00000627
1,2.5,-0.000000489846,0.00000627
1.5,2.5,-0.00000195938,0.00000627
2,2.5,-0.0000044086,0.00000627
2.5,2.5,-0.0000078375,0.00000627
3,2.5,-0.0000122461,0.00000627
1,3,-0.000000509441,0.00000627
1.5,3,-0.00000203775,0.00000627
2,3,-0.00000458494,0.00000627
2.5,3,-0.000008151,0.00000627
3,3,-0.0000127359,0.00000627
1,1,-0.000000444126,0.00000646
1.5,1,-0.0000017765,0.00000646
2,1,-0.000003553,0.00000646
2.5,1,-0.0000053295,0.00000646
3,1,-0.000007106,0.00000646
1,1.5,-0.000000464314,0.00000646
1.5,1.5,-0.00000185725,0.00000646
2,1.5,-0.00000417881,0.00000646
2.5,1.5,-0.00000696469,0.00000646
3,1.5,-0.00000975056,0.00000646
1,2,-0.000000484502,0.00000646
1.5,2,-0.000001938,0.00000646
2,2,-0.0000043605,0.00000646
2.5,2,-0.000007752,0.00000646
3,2,-0.000011628,0.00000646
1,2.5,-0.00000050469,0.00000646
1.5,2.5,-0.00000201875,0.00000646
2,2.5,-0.00000454219,0.00000646
2.5,2.5,-0.000008075,0.00000646
3,2.5,-0.0000126172,0.00000646
1,3,-0.000000524878,0.00000646
1.5,3,-0.0000020995,0.00000646
2,3,-0.00000472388,0.00000646
2.5,3,-0.000008398,0.00000646
3,3,-0.0000131219,0.00000646
1,1,-0.000000456501,0.00000664
1.5,1,-0.000001826,0.00000664
2,1,-0.000003652,0.00000664
2.5,1,-0.000005478,0.00000664
3,1,-0.000007304,0.00000664
1,1.5,-0.000000477252,0.00000664
1.5,1.5,-0.000001909,0.00000664
2,1.5,-0.00000429525,0.00000664
2.5,1.5,-0.00000715875,0.00000664
3,1.5,-0.0000100223,0.00000664
1,2,-0.000000498002,0.00000664
1.5,2,-0.000001992,0.00000664
2,2,-0.000004482,0.00000664
2.5,2,-0.000007968,0.00000664
3,2,-0.000011952,0.00000664
1,2.5,-0.000000518753,0.00000664
1.5,2.5,-0.000002075,0.00000664
2,2.5,-0.00000466875,0.00000664
2.5,2.5,-0.0000083,0.00000664
3,2.5,-0.0000129688,0.00000664
1,3,-0.000000539503,0.00000664
1.5,3,-0.000002158,0.00000664
2,3,-0.0000048555,0.00000664
2.5,3,-0.000008632,0.00000664
3,3,-0.0000134875,0.00000664
1,1,-0.000000476439,0.00000693
1.5,1,-0.00000190575,0.00000693
2,1,-0.0000038115,0.00000693
2.5,1,-0.00000571725,0.00000693
3,1,-0.000007623,0.00000693
1,1.5,-0.000000498095,0.00000693
1.5,1.5,-0.00000199238,0.00000693
2,1.5,-0.00000448285,0.00000693
2.5,1.5,-0.00000747141,0.00000693
3,1.5,-0.00001046,0.00000693
1,2,-0.000000519752,0.00000693
1.5,2,-0.000002079,0.00000693
2,2,-0.00000467775,0.00000693
2.5,2,-0.000008316,0.00000693
3,2,-0.000012474,0.00000693
1,2.5,-0.000000541409,0.00000693
1.5,2.5,-0.00000216563,0.00000693
2,2.5,-0.00000487266,0.00000693
2.5,2.5,-0.0000086625,0.00000693
3,2.5,-0.0000135352,0.00000693
1,3,-0.000000563066,0.00000693
1.5,3,-0.00000225225,0.00000693
2,3,-0.00000506757,0.00000693
2.5,3,-0.000009009,0.00000693
3,3,-0.0000140766,0.00000693
1,1,-0.000000481251,0.000007
1.5,1,-0.000001925,0.000007
2,1,-0.00000385,0.000007
2.5,1,-0.000005775,0.000007
3,1,-0.0000077,0.000007
1,1.5,-0.000000503127,0.000007
1.5,1.5,-0.0000020125,0.000007
2,1.5,-0.00000452813,0.000007
2.5,1.5,-0.00000754688,0.000007
3,1.5,-0.0000105656,0.000007
1,2,-0.000000525002,0.000007
1.5,2,-0.0000021,0.000007
2,2,-0.000004725,0.000007
2.5,2,-0.0000084,0.000007
3,2,-0.0000126,0.000007
1,2.5,-0.000000546878,0.000007
1.5,2.5,-0.0000021875,0.000007
2,2.5,-0.00000492188,0.000007
2.5,2.5,-0.00000875,0.000007
3,2.5,-0.0000136719,0.000007
1,3,-0.000000568753,0.000007
1.5,3,-0.000002275,0.000007
2,3,-0.00000511875,0.000007
2.5,3,-0.0000091,0.000007
3,3,-0.0000142188,0.000007
1,1,-0.000000515626,0.0000075
1.5,1,-0.0000020625,0.0000075
2,1,-0.000004125,0.0000075
2.5,1,-0.0000061875,0.0000075
3,1,-0.00000825,0.0000075
1,1.5,-0.000000539064,0.0000075
1.5,1.5,-0.00000215625,0.0000075
2,1.5,-0.00000485156,0.0000075
2.5,1.5,-0.00000808594,0.0000075
3,1.5,-0.0000113203,0.0000075
1,2,-0.000000562502,0.0000075
1.5,2,-0.00000225,0.0000075
2,2,-0.0000050625,0.0000075
2.5,2,-0.000009,0.0000075
3,2,-0.0000135,0.0000075
1,2.5,-0.00000058594,0.0000075
1.5,2.5,-0.00000234375,0.0000075
2,2.5,-0.00000527344,0.0000075
2.5,2.5,-0.000009375,0.0000075
3,2.5,-0.0000146484,0.0000075
1,3,-0.000000609378,0.0000075
1.5,3,-0.0000024375,0.0000075
2,3,-0.00000548438,0.0000075
2.5,3,-0.00000975,0.0000075
3,3,-0.0000152344,0.0000075
1,1,-0.000000550001,0.000008
1.5,1,-0.0000022,0.000008
2,1,-0.0000044,0.000008
2.5,1,-0.0000066,0.000008
3,1,-0.0000088,0.000008
1,1.5,-0.000000575002,0.000008
1.5,1.5,-0.0000023,0.000008
2,1.5,-0.000005175,0.000008
2.5,1.5,-0.000008625,0.000008
3,1.5,-0.000012075,0.000008
1,2,-0.000000600002,0.000008
1.5,2,-0.0000024,0.000008
2,2,-0.0000054,0.000008
2.5,2,-0.0000096,0.000008
3,2,-0.0000144,0.000008
1,2.5,-0.000000625003,0.000008
1.5,2.5,-0.0000025,0.000008
2,2.5,-0.000005625,0.000008
2.5,2.5,-0.00001,0.000008
3,2.5,-0.000015625,0.000008
1,3,-0.000000650003,0.000008
1.5,3,-0.0000026,0.000008
2,3,-0.00000585,0.000008
2.5,3,-0.0000104,0.000008
3,3,-0.00001625,0.000008
1,1,-0.000000586439,0.00000853
1.5,1,-0.00000234575,0.00000853
2,1,-0.0000046915,0.00000853
2.5,1,-0.00000703725,0.00000853
3,1,-0.000009383,0.00000853
1,1.5,-0.000000613095,0.00000853
1.5,1.5,-0.00000245238,0.00000853
2,1.5,-0.00000551785,0.00000853
2.5,1.5,-0.00000919641,0.00000853
3,1.5,-0.000012875,0.00000853
1,2,-0.000000639752,0.00000853
1.5,2,-0.000002559,0.00000853
2,2,-0.00000575775,0.00000853
2.5,2,-0.000010236,0.00000853
3,2,-0.000015354,0.00000853
1,2.5,-0.000000666409,0.00000853
1.5,2.5,-0.00000266563,0.00000853
2,2.5,-0.00000599766,0.00000853
2.5,2.5,-0.0000106625,0.00000853
3,2.5,-0.0000166602,0.00000853
1,3,-0.000000693066,0.00000853
1.5,3,-0.00000277225,0.00000853
2,3,-0.00000623757,0.00000853
2.5,3,-0.000011089,0.00000853
3,3,-0.0000173266,0.00000853
1,1,-0.000000619439,0.00000901
1.5,1,-0.00000247775,0.00000901
2,1,-0.0000049555,0.00000901
2.5,1,-0.00000743325,0.00000901
3,1,-0.000009911,0.00000901
1,1.5,-0.000000647595,0.00000901
1.5,1.5,-0.00000259038,0.00000901
2,1.5,-0.00000582835,0.00000901
2.5,1.5,-0.00000971391,0.00000901
3,1.5,-0.0000135995,0.00000901
1,2,-0.000000675752,0.00000901
1.5,2,-0.000002703,0.00000901
2,2,-0.00000608175,0.00000901
2.5,2,-0.000010812,0.00000901
3,2,-0.000016218,0.00000901
1,2.5,-0.000000703909,0.00000901
1.5,2.5,-0.00000281563,0.00000901
2,2.5,-0.00000633516,0.00000901
2.5,2.5,-0.0000112625,0.00000901
3,2.5,-0.0000175977,0.00000901
1,3,-0.000000732066,0.00000901
1.5,3,-0.00000292825,0.00000901
2,3,-0.00000658857,0.00000901
2.5,3,-0.000011713,0.00000901
3,3,-0.0000183016,0.00000901
1,1,-0.000000646251,0.0000094
1.5,1,-0.000002585,0.0000094
2,1,-0.00000517,0.0000094
2.5,1,-0.000007755,0.0000094
3,1,-0.00001034,0.0000094
1,1.5,-0.000000675627,0.0000094
1.5,1.5,-0.0000027025,0.0000094
2,1.5,-0.00000608063,0.0000094
2.5,1.5,-0.0000101344,0.0000094
3,1.5,-0.0000141881,0.0000094
1,2,-0.000000705002,0.0000094
1.5,2,-0.00000282,0.0000094
2,2,-0.000006345,0.0000094
2.5,2,-0.00001128,0.0000094
3,2,-0.00001692,0.0000094
1,2.5,-0.000000734378,0.0000094
1.5,2.5,-0.0000029375,0.0000094
2,2.5,-0.00000660938,0.0000094
2.5,2.5,-0.00001175,0.0000094
3,2.5,-0.0000183594,0.0000094
1,3,-0.000000763753,0.0000094
1.5,3,-0.000003055,0.0000094
2,3,-0.00000687375,0.0000094
2.5,3,-0.00001222,0.0000094
3,3,-0.0000190938,0.0000094
1,1,-0.000000699189,0.00001017
1.5,1,-0.00000279675,0.00001017
2,1,-0.0000055935,0.00001017
2.5,1,-0.00000839025,0.00001017
3,1,-0.000011187,0.00001017
1,1.5,-0.00000073097,0.00001017
1.5,1.5,-0.00000292388,0.00001017
2,1.5,-0.00000657872,0.00001017
2.5,1.5,-0.0000109645,0.00001017
3,1.5,-0.0000153503,0.00001017
1,2,-0.000000762752,0.00001017
1.5,2,-0.000003051,0.00001017
2,2,-0.00000686475,0.00001017
2.5,2,-0.000012204,0.00001017
3,2,-0.000018306,0.00001017
1,2.5,-0.000000794534,0.00001017
1.5,2.5,-0.00000317813,0.00001017
2,2.5,-0.00000715078,0.00001017
2.5,2.5,-0.0000127125,0.00001017
3,2.5,-0.0000198633,0.00001017
1,3,-0.000000826316,0.00001017
1.5,3,-0.00000330525,0.00001017
2,3,-0.00000743682,0.00001017
2.5,3,-0.000013221,0.00001017
3,3,-0.0000206578,0.00001017
1,1,-0.000000738376,0.00001074
1.5,1,-0.0000029535,0.00001074
2,1,-0.000005907,0.00001074
2.5,1,-0.0000088605,0.00001074
3,1,-0.000011814,0.00001074
1,1.5,-0.000000771939,0.00001074
1.5,1.5,-0.00000308775,0.00001074
2,1.5,-0.00000694744,0.00001074
2.5,1.5,-0.0000115791,0.00001074
3,1.5,-0.0000162107,0.00001074
1,2,-0.000000805502,0.00001074
1.5,2,-0.000003222,0.00001074
2,2,-0.0000072495,0.00001074
2.5,2,-0.000012888,0.00001074
3,2,-0.000019332,0.00001074
1,2.5,-0.000000839065,0.00001074
1.5,2.5,-0.00000335625,0.00001074
2,2.5,-0.00000755157,0.00001074
2.5,2.5,-0.000013425,0.00001074
3,2.5,-0.0000209766,0.00001074
1,3,-0.000000872628,0.00001074
1.5,3,-0.0000034905,0.00001074
2,3,-0.00000785363,0.00001074
2.5,3,-0.000013962,0.00001074
3,3,-0.0000218156,0.00001074
1,1,-0.000000774814,0.00001127
1.5,1,-0.00000309925,0.00001127
2,1,-0.0000061985,0.00001127
2.5,1,-0.00000929775,0.00001127
3,1,-0.000012397,0.00001127
1,1.5,-0.000000810033,0.00001127
1.5,1.5,-0.00000324013,0.00001127
2,1.5,-0.00000729028,0.00001127
2.5,1.5,-0.0000121505,0.00001127
3,1.5,-0.0000170107,0.00001127
1,2,-0.000000845252,0.00001127
1.5,2,-0.000003381,0.00001127
2,2,-0.00000760725,0.00001127
2.5,2,-0.000013524,0.00001127
3,2,-0.000020286,0.00001127
1,2.5,-0.000000880471,0.00001127
1.5,2.5,-0.00000352188,0.00001127
2,2.5,-0.00000792422,0.00001127
2.5,2.5,-0.0000140875,0.00001127
3,2.5,-0.0000220117,0.00001127
1,3,-0.000000915691,0.00001127
1.5,3,-0.00000366275,0.00001127
2,3,-0.00000824119,0.00001127
2.5,3,-0.000014651,0.00001127
3,3,-0.0000228922,0.00001127
1,1,-0.000000795439,0.00001157
1.5,1,-0.00000318175,0.00001157
2,1,-0.0000063635,0.00001157
2.5,1,-0.00000954525,0.00001157
3,1,-0.000012727,0.00001157
1,1.5,-0.000000831595,0.00001157
1.5,1.5,-0.00000332638,0.00001157
2,1.5,-0.00000748435,0.00001157
2.5,1.5,-0.0000124739,0.00001157
3,1.5,-0.0000174635,0.00001157
1,2,-0.000000867752,0.00001157
1.5,2,-0.000003471,0.00001157
2,2,-0.00000780975,0.00001157
2.5,2,-0.000013884,0.00001157
3,2,-0.000020826,0.00001157
1,2.5,-0.000000903909,0.00001157
1.5,2.5,-0.00000361563,0.00001157
2,2.5,-0.00000813516,0.00001157
2.5,2.5,-0.0000144625,0.00001157
3,2.5,-0.0000225977,0.00001157
1,3,-0.000000940066,0.00001157
1.5,3,-0.00000376025,0.00001157
2,3,-0.00000846057,0.00001157
2.5,3,-0.000015041,0.00001157
3,3,-0.0000235016,0.00001157
1,1,-0.000000848376,0.00001234
1.5,1,-0.0000033935,0.00001234
2,1,-0.000006787,0.00001234
2.5,1,-0.0000101805,0.00001234
3,1,-0.000013574,0.00001234
1,1.5,-0.000000886939,0.00001234
1.5,1.5,-0.00000354775,0.00001234
2,1.5,-0.00000798244,0.00001234
2.5,1.5,-0.0000133041,0.00001234
3,1.5,-0.0000186257,0.00001234
1,2,-0.000000925502,0.00001234
1.5,2,-0.000003702,0.00001234
2,2,-0.0000083295,0.00001234
2.5,2,-0.000014808,0.00001234
3,2,-0.000022212,0.00001234
1,2.5,-0.000000964065,0.00001234
1.5,2.5,-0.00000385625,0.00001234
2,2.5,-0.00000867657,0.00001234
2.5,2.5,-0.000015425,0.00001234
3,2.5,-0.0000241016,0.00001234
1,3,-0.00000100263,0.00001234
1.5,3,-0.0000040105,0.00001234
2,3,-0.00000902363,0.00001234
2.5,3,-0.000016042,0.00001234
3,3,-0.0000250656,0.00001234
1,1,-0.000000906814,0.00001319
1.5,1,-0.00000362725,0.00001319
2,1,-0.0000072545,0.00001319
2.5,1,-0.0000108818,0.00001319
3,1,-0.000014509,0.00001319
1,1.5,-0.000000948033,0.00001319
1.5,1.5,-0.00000379213,0.00001319
2,1.5,-0.00000853228,0.00001319
2.5,1.5,-0.0000142205,0.00001319
3,1.5,-0.0000199087,0.00001319
1,2,-0.000000989252,0.00001319
1.5,2,-0.000003957,0.00001319
2,2,-0.00000890325,0.00001319
2.5,2,-0.000015828,0.00001319
3,2,-0.000023742,0.00001319
1,2.5,-0.00000103047,0.00001319
1.5,2.5,-0.00000412188,0.00001319
2,2.5,-0.00000927422,0.00001319
2.5,2.5,-0.0000164875,0.00001319
3,2.5,-0.0000257617,0.00001319
1,3,-0.00000107169,0.00001319
1.5,3,-0.00000428675,0.00001319
2,3,-0.00000964519,0.00001319
2.5,3,-0.000017147,0.00001319
3,3,-0.0000267922,0.00001319
1,1,-0.000000939814,0.00001367
1.5,1,-0.00000375925,0.00001367
2,1,-0.0000075185,0.00001367
2.5,1,-0.0000112778,0.00001367
3,1,-0.000015037,0.00001367
1,1.5,-0.000000982533,0.00001367
1.5,1.5,-0.00000393013,0.00001367
2,1.5,-0.00000884278,0.00001367
2.5,1.5,-0.000014738,0.00001367
3,1.5,-0.0000206332,0.00001367
1,2,-0.00000102525,0.00001367
1.5,2,-0.000004101,0.00001367
2,2,-0.00000922725,0.00001367
2.5,2,-0.000016404,0.00001367
3,2,-0.000024606,0.00001367
1,2.5,-0.00000106797,0.00001367
1.5,2.5,-0.00000427188,0.00001367
2,2.5,-0.00000961172,0.00001367
2.5,2.5,-0.0000170875,0.00001367
3,2.5,-0.0000266992,0.00001367
1,3,-0.00000111069,0.00001367
1.5,3,-0.00000444275,0.00001367
2,3,-0.00000999619,0.00001367
2.5,3,-0.000017771,0.00001367
3,3,-0.0000277672,0.00001367
1,1,-0.000000978314,0.00001423
1.5,1,-0.00000391325,0.00001423
2,1,-0.0000078265,0.00001423
2.5,1,-0.0000117398,0.00001423
3,1,-0.000015653,0.00001423
1,1.5,-0.00000102278,0.00001423
1.5,1.5,-0.00000409113,0.00001423
2,1.5,-0.00000920503,0.00001423
2.5,1.5,-0.0000153417,0.00001423
3,1.5,-0.0000214784,0.00001423
1,2,-0.00000106725,0.00001423
1.5,2,-0.000004269,0.00001423
2,2,-0.00000960525,0.00001423
2.5,2,-0.000017076,0.00001423
3,2,-0.000025614,0.00001423
1,2.5,-0.00000111172,0.00001423
1.5,2.5,-0.00000444688,0.00001423
2,2.5,-0.0000100055,0.00001423
2.5,2.5,-0.0000177875,0.00001423
3,2.5,-0.000027793,0.00001423
1,3,-0.00000115619,0.00001423
1.5,3,-0.00000462475,0.00001423
2,3,-0.0000104057,0.00001423
2.5,3,-0.000018499,0.00001423
3,3,-0.0000289047,0.00001423
1,1,-0.0000010065,0.00001464
1.5,1,-0.000004026,0.00001464
2,1,-0.000008052,0.00001464
2.5,1,-0.000012078,0.00001464
3,1,-0.000016104,0.00001464
1,1.5,-0.00000105225,0.00001464
1.5,1.5,-0.000004209,0.00001464
2,1.5,-0.00000947025,0.00001464
2.5,1.5,-0.0000157838,0.00001464
3,1.5,-0.0000220973,0.00001464
1,2,-0.000001098,0.00001464
1.5,2,-0.000004392,0.00001464
2,2,-0.000009882,0.00001464
2.5,2,-0.000017568,0.00001464
3,2,-0.000026352,0.00001464
1,2.5,-0.00000114375,0.00001464
1.5,2.5,-0.000004575,0.00001464
2,2.5,-0.0000102938,0.00001464
2.5,2.5,-0.0000183,0.00001464
3,2.5,-0.0000285938,0.00001464
1,3,-0.0000011895,0.00001464
1.5,3,-0.000004758,0.00001464
2,3,-0.0000107055,0.00001464
2.5,3,-0.000019032,0.00001464
3,3,-0.0000297375,0.00001464
1,1,-0.00000103125,0.000015
1.5,1,-0.000004125,0.000015
2,1,-0.00000825,0.000015
2.5,1,-0.000012375,0.000015
3,1,-0.0000165,0.000015
1,1.5,-0.00000107813,0.000015
1.5,1.5,-0.0000043125,0.000015
2,1.5,-0.00000970313,0.000015
2.5,1.5,-0.0000161719,0.000015
3,1.5,-0.0000226406,0.000015
1,2,-0.000001125,0.000015
1.5,2,-0.0000045,0.000015
2,2,-0.000010125,0.000015
2.5,2,-0.000018,0.000015
3,2,-0.000027,0.000015
1,2.5,-0.00000117188,0.000015
1.5,2.5,-0.0000046875,0.000015
2,2.5,-0.0000105469,0.000015
2.5,2.5,-0.00001875,0.000015
3,2.5,-0.0000292969,0.000015
1,3,-0.00000121875,0.000015
1.5,3,-0.000004875,0.000015
2,3,-0.0000109688,0.000015
2.5,3,-0.0000195,0.000015
3,3,-0.0000304688,0.000015
